ThirdParty,URL,SENTENCES
MediaFacade,https://github.com/Drivemode/MediaFacade,"[<Sentence: Facade modules for dealing with complicated MediaStore in a simple way.>, <Sentence: you can add music tracks with this uri.>, <Sentence: you can query images in the specific bucket with this bucketId.>]"
Playlist Core,https://github.com/brianwernick/PlaylistCore,"[<Sentence: Playlist Core is a media playback management library for Android that simplifies playing lists of media (Audio and Video) by providing the service, notification, and other media controls such as Bluetooth devices, Android Wear, and Lock screens.>, <Sentence: The latest AAR (Android Archive) files can be downloaded from.>, <Sentence: Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.>]"
ExoMedia,https://github.com/brianwernick/ExoMedia,"[<Sentence: ExoMedia is a media playback library with similar APIs to the Android MediaPlayer and VideoView that uses the.>, <Sentence: The ExoMedia VideoView can be added in your layout files like any other Android view.>, <Sentence: Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.>]"
Vineyard,https://github.com/hitherejoe/Vineyard,"[<Sentence: The browse fragment is what is used to display the browseable categories, post and options card.>, <Sentence: If this is not enabled then videos will automatically play until the final one in the playlist is reached.>, <Sentence: The functionality of this view is display a video preview of the vine post card that is currently in focus.>]"
NewPipe,https://github.com/theScrabi/NewPipe,"[<Sentence: PUTTING NEWPIPE OR ANY FORK OF IT INTO GOOGLE PLAYSTORE VIOLATES THEIR TERMS OF CONDITIONS.>, <Sentence: Websites are only parsed to fetch required info, so this app can be used on devices without Google services installed.>, <Sentence: Also, you don't need a YouTube account to use NewPipe, which is copylefted libre software.>]"
VideoControllerView,https://github.com/brucetoo/VideoControllerView,"[<Sentence: Swipe up-down left edge of screen to control Brightness.>, <Sentence: Show loading before media prepared(In fact,it's not necessary to build in ControllerView).>, <Sentence: Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.>]"
android-transcoder,https://github.com/ypresto/android-transcoder,"[<Sentence: Hardware accelerated transcoder for Android, written in pure Java.>, <Sentence: Also using native code for Android development can be troublesome because of cross-compiling, architecture compatibility, build time and binary size.>, <Sentence: , which is default repo of gradle script generated by recent android studio.>]"
Voice Recording Visualizer,https://github.com/tyorikan/voice-recording-visualizer,"[<Sentence: Simple Visualizer from mic input for Android.>, <Sentence: @Override protected void onDestroy() { mRecordingSampler.release(); super.onDestroy(); }.>, <Sentence: Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.>]"
FFmpegMediaMetadataRetriever,https://github.com/wseemann/FFmpegMediaMetadataRetriever,"[<Sentence: FFmpegMediaMetadataRetriever is a reimplementation of Android's MediaMetadataRetriever class.>, <Sentence: The FFmpegMediaMetadataRetriever class provides a unified interface for retrieving frame and meta data from an input media file and uses FFmpeg as its backend.>, <Sentence: file, http, https, mms, mmsh and rtmp.>]"
URLMediaPlayer,https://github.com/avafab/URLMediaPlayer,"[<Sentence: Give an mp3 URL and an image URL to Media Player Activity and it will render a nice player for you!>, <Sentence: Copy and paste URLMediaPlayerActivity.java into your code and pass the URLs to it using an intent.>, <Sentence: Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.>]"
YouTubePlayerActivity,https://github.com/TheFinestArtist/YouTubePlayerActivity,"[<Sentence: If the video is not playable, it send to youtube app or other browser which will might play it.>, <Sentence: Show audio interface when user adjust volume (true for default).>, <Sentence: If the video is not playable, use Youtube app or Internet Browser to play it.>]"
OpenSLMediaPlayer,https://github.com/h6ah4i/android-openslmediaplayer,"[<Sentence: android Issue 64423 ""Visualizer with audio session 0 does not always receive all of output mix"".>, <Sentence: Music Visualizer ""Limitations on Galaxy S3, S4 and Note 3 (Snapdragon Quad core model)"".>, <Sentence: Consumes more CPU resources than standard MediaPlayer and other AudioTrack/OpenSL based audio player products (ex.>]"
Mizuu,https://github.com/MizzleDK/Mizuu,"[<Sentence: Enjoy popular video content from YouTube, Reddit as well as the latest TED Talks.>, <Sentence: Browse details and watch trailers for upcoming and popular movies with online search.>, <Sentence: Mizuu uses a number of third-party libraries, which are all included as dependencies or as .jar files in the /app/libs/ folder of this repo.>]"
AndroidRecording,https://github.com/steelkiwi/AndroidRecording,"[<Sentence: custom Visualizer (like bar chart) to represent audio signal on screen while recording and during playback.>, <Sentence: custom SurfaceView with adjustable size to properly display Camera preview and recorded video (in portrait and landscape modes).>, <Sentence: Choose desired video resolution and pass it to RecordingManager, it will adjust size of AdaptiveSurfaceView to properly display Camera output>]"
ExoPlayer,https://github.com/google/ExoPlayer,"[<Sentence: ExoPlayer is an application level media player for Android.>, <Sentence: It provides an alternative to Android’s MediaPlayer API for playing audio and video both locally and over the Internet.>, <Sentence: The easiest way to get started using ExoPlayer is to add it as a gradle dependency.>]"
RxDrive,https://github.com/francescocervone/RxDrive,"[<Sentence: Using Google Drive API for Android can be a little frustrating because sometimes you must define nested callbacks.>, <Sentence: The purpose of RxDrive is to use Google Drive APIs with the elegance and the advantages of RxJava.>, <Sentence: Before you start using this library, you need to follow the instructions to create a new project with Google Drive API access (.>]"
Syncthing,https://github.com/syncthing/syncthing,"[<Sentence: Regardless of our other goals we must never allow the user's data to be susceptible to eavesdropping or modification by unauthorized parties.>, <Sentence: Syncthing is primarily about empowering the individual user with safe, secure and easy to use file synchronization.>, <Sentence: This helps the team understand what are the biggest pain points for our users, and could potentially influence what is being worked on next.>]"
OneDrive-Picker-Android,https://github.com/OneDrive/OneDrive-Picker-Android,"[<Sentence: It provides a set of Java APIs that your app can use to browse, select, open and save files in your user's OneDrive.>, <Sentence: You can either download the latest version directly or clone the repository:.>, <Sentence: For information on configuring your environment to work with the sample applications or the picker SDK see.>]"
Google Drive,https://developers.google.com/drive/android,"[<Sentence: Read, write, and sync files stored in Google Drive from your Android app.>, <Sentence: Explore our sample apps or fork them to build your own.>, <Sentence: Google API Services: User Data Policy.>]"
Driven,https://github.com/bingzer/driven,"[<Sentence: is an effort to unify API calls for different cloud storage providers (i.e: Google Drive, Dropbox, - many more to come).>, <Sentence: Depending on the providers, the remote storage have different file system and the concept of.>, <Sentence: At first Driven was used for GoogleDrive API calls but as requirements grow other providers will be implemented as well.>]"
